"Gene ID","Product","Evidence Code","Reference","Support for Evidence Code Assignment","Transcript ID(s)"
"PF3D7_1405400","DNA mismatch repair protein, putative","ISM","PMID:31386260","InterPro:IPR000432|InterPro:IPR016151","PF3D7_1405400.1"
"PF3D7_1405700","RING zinc finger protein, putative","ISM","N/A","Pfam:PF13639","PF3D7_1405700.1"
"PF3D7_1405900","RNA-binding protein, putative","ISM","N/A","Pfam:PF00076","PF3D7_1405900.1"
"PF3D7_1406200","transcription elongation factor SPT6, putative","ISS","PMID:24391497","UniProt:S8ESH5|InterPro:IPR032706","PF3D7_1406200.1"
"PF3D7_1406400","pentatricopeptide repeat-containing protein 1","IDA","PMID:31454137","N/A","PF3D7_1406400.1"
"PF3D7_1406600","ATP-dependent Clp protease regulatory subunit ClpC","IDA","PMID:29141210","N/A","PF3D7_1406600.1"
"PF3D7_1407600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PRCDC_1406900","PF3D7_1407600.1"
"PF3D7_1407700","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1035300|GeneDB:PVP01_1341000|UniProt:S8F9B5|UniProt:F0VFH1","PF3D7_1407700.1"
"PF3D7_1408200","AP2 domain transcription factor AP2-G2","IDA","PMID:33368818","N/A","PF3D7_1408200.1"
"PF3D7_1408700","conserved protein, unknown function","ISM","N/A","Pfam:PF12359|Pfam:PF12340","PF3D7_1408700.1"
"PF3D7_1409200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1034100|GeneDB:PVP01_1339800|GeneDB:PmUG01_13049300","PF3D7_1409200.1, PF3D7_1409200.2"
"PF3D7_1409500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PRCDC_1408800","PF3D7_1409500.1"
"PF3D7_1410300","WD repeat-containing protein, putative","ISM","N/A","InterPro:IPR017986","PF3D7_1410300.1"
"PF3D7_1410400","rhoptry-associated protein 1","IDA","PMID:2200961","N/A","PF3D7_1410400.1"
"PF3D7_1411000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1032300|GeneDB:PVP01_1337900|GeneDB:PmUG01_13047400","PF3D7_1411000.1, PF3D7_1411000.2"
"PF3D7_1411400","plastid replication-repair enzyme","IDA","PMID:15926203","N/A","PF3D7_1411400.1"
"PF3D7_1411600","GTP-binding protein Obg1","IDA","PMID:29642957","N/A","PF3D7_1411600.1"
"PF3D7_1411700","methyltransferase, putative","ISM","N/A","InterPro:IPR010286","PF3D7_1411700.1"
"PF3D7_1411800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1031500|GeneDB:PVP01_1337100|GeneDB:PmUG01_13046600","PF3D7_1411800.1"
"PF3D7_1412200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1412200.1"
"PF3D7_1412400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1412400.1"
"PF3D7_1412600","deoxyhypusine synthase","IDA","PMID:17591443","N/A","PF3D7_1412600.1"
"PF3D7_1412700","AAA family ATPase, putative","ISM","N/A","Pfam:PF00004","PF3D7_1412700.1"
"PF3D7_1413000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1030400|GeneDB:PVP01_1335900|GeneDB:PmUG01_13045400","PF3D7_1413000.1"
"PF3D7_1413700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1029800|GeneDB:PVP01_1335200|GeneDB:PmUG01_13044700","PF3D7_1413700.1"
"PF3D7_1414500","atypical protein kinase, ABC-1 family, putative","ISM","N/A","Pfam:PF03109","PF3D7_1414500.1"
"PF3D7_1414600","mRNA-capping enzyme subunit alpha","IDA","PMID:11248030","N/A","PF3D7_1414600.1"
"PF3D7_1414700","ubiquitin carboxyl-terminal hydrolase, putative","ISM","N/A","Pfam:PF00443","PF3D7_1414700.1"
"PF3D7_1415000","uracil-DNA glycosylase","IDA","PMID:24742318","N/A","PF3D7_1415000.1"
"PF3D7_1415400","Btz domain-containing protein, putative","ISM","PMID:32017676","InterPro:IPR018545","PF3D7_1415400.1"
"PF3D7_1415500","conserved Plasmodium membrane protein, unknown function","ISO","N/A","GeneDB:PCHAS_1028000|GeneDB:PVP01_1333400|GeneDB:PmUG01_13042900","PF3D7_1415500.1"
"PF3D7_1415600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1027900|GeneDB:PVP01_1333300|GeneDB:PmUG01_13042800","PF3D7_1415600.1"
"PF3D7_1416100","protein SEY1, putative","ISS","PMID:27484902","UniProt:Q99287","PF3D7_1416100.1"
"PF3D7_1416200","metacaspase-3","IDA","PMID:31301397","N/A","PF3D7_1416200.1"
"PF3D7_1416300","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative","ISM","N/A","InterPro:IPR024884","PF3D7_1416300.1"
"PF3D7_1416600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1026900|GeneDB:PVP01_1332300|GeneDB:PmUG01_13041800","PF3D7_1416600.1"
"PF3D7_1417200","NOT family protein, putative","ISM","N/A","Pfam:PF04054","PF3D7_1417200.1"
"PF3D7_1417300","cysteine protease ATG4, putative","ISS","PMID:22900071","UniProt:P53867","PF3D7_1417300.1"
"PF3D7_1417400","rap guanine nucleotide exchange factor, putative, pseudogene","ISM","PMID:25522250","Pfam:PF00027","PF3D7_1417400.1"
"PF3D7_1417600","ookinete surface and oocyst capsule protein OSCP, putative","ISO","PMID:34289894","UniProtKB:A0A509ALE5","PF3D7_1417600.1"
"PF3D7_1418100","liver specific protein 1, putative","ISO","PMID:19438514","GeneDB:PBANKA_1024600","PF3D7_1418100.1"
"PF3D7_1419000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1025000|GeneDB:PVP01_1329900|GeneDB:PmUG01_13039900","PF3D7_1419000.1"
"PF3D7_1419100","ATP-dependent RNA helicase DDX55","IDA","PMID:32125511","N/A","PF3D7_1419100.1"
"PF3D7_1419200","thioredoxin-like protein, putative","ISS","PMID:29470517","UniProt:S8EUK3|Pfam:PF13905","PF3D7_1419200.1"
"PF3D7_1419400","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1419400.1"
"PF3D7_1419900","YTH domain-containing protein 1, putative","ISS","PMID:31384004","UniProt:Q9BYJ9|UniProt:Q9LJE5|Pfam:PF04146","PF3D7_1419900.1"
"PF3D7_1420100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1420100.1"
"PF3D7_1420200","myosin-specific chaperone UNC, putative","ISO","PMID:28593938","UniProt:A0A125YTB0","PF3D7_1420200.1"
"PF3D7_1420300","DNL-type zinc finger protein","IDA","PMID:27253881","N/A","PF3D7_1420300.1"
"PF3D7_1420400","glycine--tRNA ligase","IDA","PMID:22222968","N/A","PF3D7_1420400.1"
"PF3D7_1420500","protein GPR89, putative","ISM","N/A","Pfam:PF12537|Pfam:PF12430|PANTHER:PTHR15948","PF3D7_1420500.1"
"PF3D7_1420600","pantothenate kinase 1","IDA","PMID:33768012","N/A","PF3D7_1420600.1"
"PF3D7_1420700","surface protein P113","IDA","PMID:16203726","N/A","PF3D7_1420700.1"
"PF3D7_1421300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1421300.1"
"PF3D7_1421600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1421600.1"
"PF3D7_1422100","ribosomal protein L21, mitochondrial, putative","ISM","PMID:17604309","Pfam:PF00829","PF3D7_1422100.1"
"PF3D7_1422300","DnaJ protein, putative","ISM","N/A","Pfam:PF00226","PF3D7_1422300.1"
"PF3D7_1423500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1423500.1"
"PF3D7_1423700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1423700.1"
"PF3D7_1425400","DEAD/DEAH box helicase, putative","ISM","N/A","Pfam:PF00270","PF3D7_1425400.1"
"PF3D7_1425600","zinc finger protein, putative","ISM","N/A","InterPro:IPR000571","PF3D7_1425600.1"
"PF3D7_1425800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1425800.1"
"PF3D7_1426100","transcription factor BTF3, putative","ISS","N/A","UniProt:P20290|PANTHER:PTHR10351","PF3D7_1426100.1"
"PF3D7_1426300","dynein intermediate chain, putative","ISM","N/A","PANTHER:PTHR12442","PF3D7_1426300.1"
"PF3D7_1426600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1426600.1"
"PF3D7_1426800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1426800.1"
"PF3D7_1427000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1427000.1"
"PF3D7_1427100","lipase, putative","ISM","N/A","Pfam:PF01764","PF3D7_1427100.1"
"PF3D7_1427300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1427300.1"
"PF3D7_1428100","WW domain-binding protein 11, putative","ISM","N/A","Pfam:PF09429","PF3D7_1428100.1"
"PF3D7_1428500","protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_1428500.1"
"PF3D7_1428700","heme/steroid binding domain containing protein, putative","ISM","N/A","InterPro:IPR001199","PF3D7_1428700.1"
"PF3D7_1429200","AP2 domain transcription factor AP2-O3, putative","ISO","PMID:28081440","GeneDB:PBANKA_1015500","PF3D7_1429200.1"
"PF3D7_1429400","rRNA (adenosine-2'-O-)-methyltransferase, putative","N/A","N/A","N/A","PF3D7_1429400.1"
"PF3D7_1429600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1429600.1"
"PF3D7_1429800","coatomer subunit beta, putative","ISS","N/A","UniProt:P53618|UniProt:P41810|InterPro:IPR016460","PF3D7_1429800.1"
"PF3D7_1429900","ADP-dependent DNA helicase RecQ","IDA","PMID:25824666","N/A","PF3D7_1429900.1"
"PF3D7_1430600","endonuclease/exonuclease/phosphatase family protein, putative","ISM","PMID:29914511","InterPro:IPR005135","PF3D7_1430600.1"
"PF3D7_1431300","large subunit GTPase 1, putative","ISS","N/A","UniProt:P53145|PANTHER:PTHR11089:SF7","PF3D7_1431300.1"
"PF3D7_1431800","apyrase, putative","ISM","PMID:28285440","Pfam:PF01150","PF3D7_1431800.1"
"PF3D7_1432000","syntaxin, Qa-SNARE family","N/A","N/A","N/A","PF3D7_1432000.1"
"PF3D7_1432200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1432200.1"
"PF3D7_1432400","leucine-rich repeat protein","ISM","PMID:17689674","InterPro:IPR001611","PF3D7_1432400.1"
"PF3D7_1432600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1432600.1"
"PF3D7_1433300","histone-binding protein RBBP7, putative","ISS","PMID:32206492","UniProt:Q16576|UniProt:P39984|Pfam:PF12265","PF3D7_1433300.1"
"PF3D7_1433400","PHD finger protein PHD2, putative","ISM","PMID:31728527","InterPro:IPR001965","PF3D7_1433400.1"
"PF3D7_1433700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1433700.1"
"PF3D7_1433800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1011900|GeneDB:PVP01_1315700|GeneDB:PmUG01_13026500","PF3D7_1433800.1"
"PF3D7_1434500","dynein-related AAA-type ATPase, putative","ISM","N/A","InterPro:IPR011704","PF3D7_1434500.1"
"PF3D7_1434600","methionine aminopeptidase 2","IDA","PMID:11810023","N/A","PF3D7_1434600.1"
"PF3D7_1434900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1010800|GeneDB:PVP01_1314600|GeneDB:PmUG01_13025400","PF3D7_1434900.1"
"PF3D7_1435200","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1010500|GeneDB:PVP01_1314300|UniProt:U6M360|UniProt:B9Q1J0","PF3D7_1435200.1"
"PF3D7_1435600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1010100|GeneDB:PVP01_1313900|GeneDB:PmUG01_13024700","PF3D7_1435600.1"
"PF3D7_1435900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1435900.1"
"PF3D7_1436000","glucose-6-phosphate isomerase","IDA","PMID:1435856","N/A","PF3D7_1436000.1"
"PF3D7_1436100","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1436100.1"
"PF3D7_1436200","basal complex protein BCP1","IDA","PMID:31097714","N/A","PF3D7_1436200.1"
"PF3D7_1436700","conserved protein, unknown function","ISO","N/A","GeneDB:PVP01_1312800|GeneDB:PCHAS_0613800|UniProt:Q4MZI7|UniProt:BBOV_I004900","PF3D7_1436700.1"
"PF3D7_1437000","N-acetyltransferase, GNAT family, putative","ISM","PMID:29284196","InterPro:IPR000182","PF3D7_1437000.1"
"PF3D7_1437500","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1437500.1"
"PF3D7_1437600","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0612900|GeneDB:PVP01_1311900|UniProt:S8F0U0|UniProt:A0A074T8Y8","PF3D7_1437600.1"
"PF3D7_1437700","succinyl-CoA ligase, putative","ISM","N/A","Pfam:PF13607","PF3D7_1437700.1"
"PF3D7_1438600","conserved protein, unknown function","ISM","N/A","Pfam:PF04190","PF3D7_1438600.1"
"PF3D7_1439300","Sad1/UNC domain-containing protein, putative","ISM","N/A","Pfam:PF07738","PF3D7_1439300.1"
"PF3D7_1439500","oocyst rupture protein 2, putative","ISO","PMID:27982038","GeneDB:PBANKA_1303400","PF3D7_1439500.1"
"PF3D7_1440100","cohesin complex subunit, putative","ISM","PMID:31390575","Pfam:PF04825","PF3D7_1440100.1"
"PF3D7_1440400","zinc finger protein, putative","ISM","N/A","InterPro:IPR000315","PF3D7_1440400.1"
"PF3D7_1440700","AP-3 complex subunit mu, putative","ISS","PMID:26175406","UniProt:Q9Y2T2|UniProt:P38153|Pfam:PF00928","PF3D7_1440700.1"
"PF3D7_1441300","serine/threonine protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_1441300.1"
"PF3D7_1442400","protein KIC9","IDA","PMID:31896710","N/A","PF3D7_1442400.1"
"PF3D7_1442700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1442700.1"
"PF3D7_1442800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1442800.1"
"PF3D7_1443100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1443100.1"
"PF3D7_1443400","WD repeat-containing protein","IDA","PMID:26537493","N/A","PF3D7_1443400.1"
"PF3D7_1443600","gamma-tubulin complex component, putative","ISM","N/A","InterPro:IPR007259","PF3D7_1443600.1"
"PF3D7_1443700","dephospho-CoA kinase","IDA","PMID:34031901","N/A","PF3D7_1443700.1"
"PF3D7_1443800","pre-mRNA-splicing factor CWC24, putative","ISS","PMID:26525978","UniProt:P53769","PF3D7_1443800.1"
"PF3D7_1444100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1444100.1"
"PF3D7_1444500","eukaryotic translation initiation factor 2-alpha kinase 1","IDA","PMID:19435497","N/A","PF3D7_1444500.1"
"PF3D7_1444800","fructose-bisphosphate aldolase","IDA","PMID:2190085","N/A","PF3D7_1444800.1"
"PF3D7_1446100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1446100.1"
"PF3D7_1446300","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1446300.1"
"PF3D7_1446500","nucleoporin NUP313, putative","ISO","PMID:30050042","GeneDB:PBANKA_1310200","PF3D7_1446500.1"
"PF3D7_1446700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1446700.1"
"PF3D7_1446900","glutaminyl-peptide cyclotransferase, putative","ISM","N/A","InterPro:IPR007788","PF3D7_1446900.1"
"PF3D7_1447800","calponin homology domain-containing protein, putative","ISM","N/A","InterPro:IPR001715","PF3D7_1447800.1"
"PF3D7_1448300","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1315400|GeneDB:PVP01_1258700|UniProt:A7APV8|UniProt:Q4UDH0","PF3D7_1448300.1"
"PF3D7_1448400","ubiquitin-protein ligase, putative","N/A","N/A","N/A","PF3D7_1448400.1"
"PF3D7_1448500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1448500.1"
"PF3D7_1448700","HSP20-like chaperone, putative","ISM","N/A","InterPro:IPR008978","PF3D7_1448700.1"
"PF3D7_1449100","CLASP domain-containing protein, putative","ISM","N/A","Pfam:PF12348","PF3D7_1449100.1"
"PF3D7_1449500","AP2 domain transcription factor AP2-O5, putative","ISO","PMID:29233900","GeneDB:PY17X_1317000","PF3D7_1449500.1"
"PF3D7_1449700","exosome complex exonuclease RRP6","IDA","PMID:32487761","N/A","PF3D7_1449700.1"
"PF3D7_1450500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1450500.1"
"PF3D7_1450600","S-adenosylmethionine-dependent methyltransferase, putative","ISM","PMID:25486552","Pfam:PF10672","PF3D7_1450600.1"
"PF3D7_1450700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1450700.1"
"PF3D7_1451200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PBANKA_1314900|GeneDB:PVP01_1255800|GeneDB:PmUG01_12065800","PF3D7_1451200.1"
"PF3D7_1451400","transcriptional regulatory protein sir2b","N/A","N/A","N/A","PF3D7_1451400.1"
"PF3D7_1451900","ribosome biogenesis protein TSR1, putative","ISM","N/A","PANTHER:PTHR12858:SF1","PF3D7_1451900.1"
"PF3D7_1452000","rhoptry neck protein 2","IDA","PMID:18952195","N/A","PF3D7_1452000.1"
"PF3D7_1452600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1452600.1"
"PF3D7_1453000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1320000|GeneDB:PVP01_1254000|GeneDB:PmUG01_12064000","PF3D7_1453000.1"
"PF3D7_1453100","dynactin subunit 4, putative","ISS","PMID:16343347","UniProt:Q9UJW0","PF3D7_1453100.1"
"PF3D7_1453400","gamma-tubulin complex component, putative","ISM","N/A","InterPro:IPR007259","PF3D7_1453400.1"
"PF3D7_1453600","RAP protein, putative","ISM","N/A","Pfam:PF08373","PF3D7_1453600.1"
"PF3D7_1453900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1453900.1"
"PF3D7_1454200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1321200|GeneDB:PVP01_1252800|GeneDB:PmUG01_12062800","PF3D7_1454200.1"
"PF3D7_1454300","SNF1-related serine/threonine protein kinase KIN","IDA","PMID:8920016","N/A","PF3D7_1454300.1"
"PF3D7_1455200","methyltransferase AAMT","IDA","PMID:33830607","N/A","PF3D7_1455200.1"
"PF3D7_1455300","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1322300|GeneDB:PVP01_1251600|UniProt:Q4UAA3|UniProt:A7ATS1","PF3D7_1455300.1"
"PF3D7_1455500","AP-1 complex subunit gamma, putative","ISS","PMID:24204248","UniProt:Q12028","PF3D7_1455500.1"
"PF3D7_1456000","AP2 domain transcription factor AP2-HC","IDA","PMID:33997710","N/A","PF3D7_1456000.1"
"PF3D7_1456100","serine hydroxymethyltransferase","IDA","PMID:21129192","N/A","PF3D7_1456100.1"
"PF3D7_1456300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1456300.1"
"PF3D7_1456400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1456400.1"
"PF3D7_1456500","STAG domain-containing protein, putative","ISM","PMID:31390575","Pfam:PF08514","PF3D7_1456500.1"
"PF3D7_1456700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1456700.1"
"PF3D7_1456800","V-type H(+)-translocating pyrophosphatase, putative","N/A","N/A","N/A","PF3D7_1456800.1"
"PF3D7_1456900","conserved protein, unknown function","ISM","N/A","Pfam:PF02594","PF3D7_1456900.1"
"PF3D7_1457400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1457400.1"
"PF3D7_1457700","large ribosomal subunit nuclear export factor, putative","N/A","N/A","N/A","PF3D7_1457700.1"
"PF3D7_1457900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1457900.1"
"PF3D7_1458000","cysteine proteinase falcipain 1","IDA","PMID:15166288","N/A","PF3D7_1458000.1"
"PF3D7_1458300","alpha/beta hydrolase, putative","ISM","PMID:31772212","InterPro:IPR029058","PF3D7_1458300.1"
"PF3D7_1458500","spindle assembly abnormal protein 4, putative","ISS","PMID:20388734","UniProt:P34402","PF3D7_1458500.1"
"PF3D7_1458800","DNA-directed RNA polymerase III subunit RPC5, putative","ISS","PMID:17275824","UniProt:P36121|InterPro:IPR006886","PF3D7_1458800.1"
"PF3D7_1458900","golgi apparatus membrane protein TVP23, putative","ISM","N/A","PANTHER:PTHR13019:SF7","PF3D7_1458900.1"
"PF3D7_1459500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1459500.1"
"PF3D7_1459700","pyridoxal 5'-phosphate synthase, putative","N/A","N/A","N/A","PF3D7_1459700.1"
"PF3D7_1460100","FYVE and coiled-coil domain-containing protein","IDA","PMID:17289673","N/A","PF3D7_1460100.1"
"PF3D7_1460500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1460500.1"
"PF3D7_1461100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1461100.1"
"PF3D7_1461900","valine--tRNA ligase, putative","ISM","N/A","InterPro:IPR002303","PF3D7_1461900.1"
"PF3D7_1462400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1462400.1"
"PF3D7_1462800","glyceraldehyde-3-phosphate dehydrogenase","IDA","PMID:10767547","N/A","PF3D7_1462800.1"
"PF3D7_1464000","YL1 nuclear protein, putative","ISM","N/A","Pfam:PF05764","PF3D7_1464000.1"
"PF3D7_1464300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1464300.1"
"PF3D7_1464500","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1464500.1"
"PF3D7_1465200","mediator of RNA polymerase II transcription subunit 4, putative","ISS","PMID:18515835","UniProt:Q9NPJ6|UniProt:Q12343","PF3D7_1465200.1"
"PF3D7_1465500","potassium channel K2","IDA","PMID:18218136","N/A","PF3D7_1465500.1"
"PF3D7_1465800","dynein beta chain, putative","N/A","N/A","N/A","PF3D7_1465800.1"
"PF3D7_1465900","40S ribosomal protein S3","IDA","PMID:24913268","N/A","PF3D7_1465900.1"
"PF3D7_1466200","early gametocyte enriched phosphoprotein EGXP","IDA","PMID:29982707","N/A","PF3D7_1466200.1"
"PF3D7_1466800","NOC3 domain-containing protein, putative","ISM","N/A","Pfam:PF07540","PF3D7_1466800.1"
"PF3D7_1466900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1466900.1"
"PF3D7_1467600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1467600.1"
"PF3D7_1468000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1468000.1"
"PF3D7_1468100","MORC family protein","IDA","PMID:33479315","N/A","PF3D7_1468100.1"
"PF3D7_1468400","zinc finger protein, putative","ISM","N/A","InterPro:IPR000571","PF3D7_1468400.1"
"PF3D7_1468600","aminophospholipid transporter, putative","N/A","N/A","N/A","PF3D7_1468600.1"
"PF3D7_1468900","zinc finger protein, putative","ISM","N/A","InterPro:IPR013087","PF3D7_1468900.1"
"PF3D7_1469300","pre-rRNA-processing protein PNO1, putative","ISS","PMID:26525978","UniProt:Q99216","PF3D7_1469300.1"
"PF3D7_1469500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1337200|GeneDB:PVP01_1237300|GeneDB:PmUG01_12047400","PF3D7_1469500.1"
"PF3D7_1469600","acetyl-CoA carboxylase","IDA","PMID:24583112","N/A","PF3D7_1469600.1"
"PF3D7_1470000","autophagy-related protein 12, putative","ISS","PMID:22900071","UniProt:P38316","PF3D7_1470000.1"
"PF3D7_1470100","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1337900|GeneDB:PVP01_1236700|GeneDB:PmUG01_12046800","PF3D7_1470100.1"
"PF3D7_1471600","apical polar ring protein APR2, putative","ISO","PMID:33705380","UniProt:A0A125YRH1","PF3D7_1471600.1"
"PF3D7_1471900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1471900.1"
"PF3D7_1472200","histone deacetylase, putative","ISM","N/A","Pfam:PF00850","PF3D7_1472200.1"
"PF3D7_1473300","CKK domain-containing protein, putative","ISM","N/A","InterPro:IPR014797","PF3D7_1473300.1"
"PF3D7_1473900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1473900.1"
"PF3D7_1474000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1474000.1"
"PF3D7_1474200","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1474200.1"
"PF3D7_1474300","DNA repair metallo-beta-lactamase protein, putative","ISM","N/A","InterPro:IPR011084","PF3D7_1474300.1"
"PF3D7_1474400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1474400.1"
"PF3D7_1474800","proteasome subunit alpha type-1, putative","ISS","PMID:24533266","UniProt:P25786","PF3D7_1474800.1"
"PF3D7_1475200","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1304200|GeneDB:PVP01_1270100|UniProt:U6LDQ3|UniProt:Q55F84","PF3D7_1475200.1"
"PF3D7_1475500","LCCL domain-containing protein","ISM","PMID:15184503","Pfam:PF03815","PF3D7_1475500.1"
"PF3D7_1475600","bromodomain protein 4, putative","ISM","PMID:31728527","Pfam:PF00439","PF3D7_1475600.1"
"PF3D7_1476700","lysophospholipase LPL1","IDA","PMID:34380472","N/A","PF3D7_1476700.1"
"PF3D7_1477500","Plasmodium exported protein (PHISTb), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1477500.1"
"PF3D7_1477600","surface-associated interspersed protein 14.1 (SURFIN 14.1)","N/A","N/A","N/A","PF3D7_1477600.1"
"PF3D7_1479000","acyl-CoA synthetase","IDA","PMID:10438606","N/A","PF3D7_1479000.1"
